Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2021
84143;Venasque;1050
84144;Viens;630
84145;Villars;771
84146;Villedieu;461
84147;Villelaure;3337
84148;Villes-sur-Auzon;1279
84149;Violès;1736
84150;Visan;1902
84151;Vitrolles-en-Lubéron;180
85001;L'Aiguillon-la-Presqu'île;2772
85002;L'Aiguillon-sur-Vie;2137
85003;Aizenay;10146
85004;Angles;2926
85005;Antigny;1043
85006;Apremont;1948
85008;Aubigny-Les Clouzeaux;7069
85009;Auchay-sur-Vendée;1134
85010;Avrillé;1415
85011;Barbâtre;1755
85012;La Barre-de-Monts;2298
85013;Bazoges-en-Paillers;1525
85014;Bazoges-en-Pareds;1140
85015;Beaufou;1600
85016;Beaulieu-sous-la-Roche;2316
85017;Beaurepaire;2426
85018;Beauvoir-sur-Mer;3876
85019;Bellevigny;6235
85020;Benet;4059
85021;La Bernardière;1880
85022;Le Bernard;1293
85023;Bessay;438
85024;Bois-de-Céné;2159
85025;La Boissière-de-Montaigu;2279
85026;La Boissière-des-Landes;1449
85028;Bouillé-Courdault;591
85029;Bouin;2136
85031;Le Boupère;3189
85033;Bourneau;724
85034;Bournezeau;3451
85035;Bretignolles-sur-Mer;5112
85036;La Bretonnière-la-Claye;582
85038;Les Brouzils;2914
85039;La Bruffière;4044
85040;La Caillère-Saint-Hilaire;1106
85042;Chaillé-les-Marais;1893
85045;La Chaize-Giraud;1093
85046;La Chaize-le-Vicomte;3838
85047;Challans;22494
85049;Champagné-les-Marais;1806
85050;Le Champ-Saint-Père;1947
85051;Chantonnay;8447
85054;La Chapelle-Hermier;1022
85055;La Chapelle-Palluau;1050
85056;La Chapelle-Thémer;392
85058;Chasnais;767
85059;La Châtaigneraie;2596
85061;Château-Guibert;1515
85062;Châteauneuf;1134
85064;Chauché;2506
85065;Chavagnes-en-Paillers;3568
85066;Chavagnes-les-Redoux;840
85067;Cheffois;999
85070;Coëx;3383
85071;Commequiers;3669
85072;La Copechagnière;1048
85073;Corpe;1010
85074;La Couture;227
85076;Cugand;3685
85077;Curzon;507
85078;Damvix;730
85080;Doix lès Fontaines;1748
85081;Dompierre-sur-Yon;4457
85082;Les Epesses;2984
85083;L'Épine;1648
85084;Essarts-en-Bocage;9399
85086;Falleron;1683
85087;Faymoreau;201
85088;Le Fenouiller;4937
85089;La Ferrière;5398
85090;Sèvremont;6391
85092;Fontenay-le-Comte;13471
85093;Fougeré;1236
85094;Foussais-Payré;1183
85095;Froidfond;2049
85096;La Garnache;5316
85097;La Gaubretière;3172
85098;La Genétouze;1976
85099;Le Girouard;1124
85100;Givrand;2227
85101;Le Givre;483
85102;Grand'Landes;721
85103;Grosbreuil;2220
85104;Grues;900
85105;Le Gué-de-Velluire;524
85106;La Guérinière;1331
85108;L'Herbergement;3390
85109;Les Herbiers;16453
85110;L'Hermenault;922
85111;L'Île-d'Elle;1508
85112;L'Île-d'Olonne;2813
85113;L'Île-d'Yeu;4877
85114;Jard-sur-Mer;2858
85115;La Jaudonnière;623
85116;La Jonchère;468
85117;Lairoux;608
85118;Landeronde;2310
85119;Les Landes-Genusson;2506
85120;Landevieille;1503
85121;Le Langon;1031
85123;Liez;290
85125;Loge-Fougereuse;392
85126;Longèves;1350
85127;Longeville-sur-Mer;2413
85128;Luçon;9483
85129;Les Lucs-sur-Boulogne;3642
85130;Maché;1678
85131;Les Magnils-Reigniers;1471
85132;Maillé;752
85133;Maillezais;901
85134;Mallièvre;241
85135;Mareuil-sur-Lay-Dissais;2773
85136;Marillet;123
85137;Marsais-Sainte-Radégonde;499
85138;Martinet;1187
85139;Le Mazeau;448
85140;La Meilleraie-Tillay;1493
85141;Menomblet;679
85142;La Merlatière;1011
85143;Mervent;1065
85144;Mesnard-la-Barotière;1561
85145;Monsireigne;972
85146;Montaigu-Vendée;20605
85147;Montournais;1626
85148;Montreuil;822
85149;Moreilles;409
85151;Mortagne-sur-Sèvre;6064
85152;Les Achards;5391
85153;Mouchamps;2957
85154;Mouilleron-Saint-Germain;1770
85155;Mouilleron-le-Captif;5037
85156;Moutiers-les-Mauxfaits;2298
85157;Moutiers-sur-le-Lay;803
85158;Mouzeuil-Saint-Martin;1188
85159;Nalliers;2353
85160;Nesmy;3012
85161;Nieul-le-Dolent;2535
85162;Rives-d'Autise;2068
85163;Noirmoutier-en-l'Île;4485
85164;Notre-Dame-de-Monts;2160
85165;L'Oie;N/A - résultat non disponible
85167;L'Orbrie;795
85169;Palluau;1111
85171;Péault;611
85172;Le Perrier;2140
85174;Petosse;683
85175;Les Pineaux;668
85176;Pissotte;1157
85177;Les Velluire-sur-Vendée;1372
85178;Le Poiré-sur-Vie;8626
85179;Poiroux;1214
85181;Pouillé;638
85182;Pouzauges;5597
85184;Puy-de-Serre;325
85185;Puyravault;649
85186;La Rabatelière;1013
85187;Réaumur;859
85188;La Réorthe;1135
85189;Notre-Dame-de-Riez;2161
85190;Rocheservière;3519
85191;La Roche-sur-Yon;54952
85192;Rochetrejoux;983
85193;Rosnay;660
85194;Les Sables-d'Olonne;48402
85196;Saint-André-Goule-d'Oie;1924
85197;Montréverd;3794
85198;Saint-Aubin-des-Ormeaux;1371
85199;Saint-Aubin-la-Plaine;538
85200;Saint-Avaugourd-des-Landes;1121
85201;Saint-Benoist-sur-Mer;506
85202;Sainte-Cécile;1584
85204;Saint-Christophe-du-Ligneron;2632
85205;Saint-Cyr-des-Gâts;539
85206;Saint-Cyr-en-Talmondais;398
85207;Saint-Denis-du-Payré;391
85208;Saint-Denis-la-Chevasse;2409
85209;Saint-Étienne-de-Brillouet;623
85210;Saint-Étienne-du-Bois;2191
85211;Sainte-Flaive-des-Loups;2522
85212;Sainte-Florence;N/A - résultat non disponible
85213;Rives de l'Yon;4245
85214;Sainte-Foy;2465
85215;Saint-Fulgent;3860
85216;Sainte-Gemme-la-Plaine;2063
85218;Saint-Georges-de-Pointindoux;1770
85220;Saint-Germain-de-Prinçay;1606
85221;Saint-Gervais;2723
85222;Saint-Gilles-Croix-de-Vie;7974
85223;Sainte-Hermine;2951
85226;Saint-Hilaire-de-Riez;12682
85227;Saint-Hilaire-des-Loges;1903
85229;Saint-Hilaire-de-Voust;614
85231;Saint-Hilaire-la-Forêt;801
85232;Saint-Hilaire-le-Vouhis;1090
85233;Saint-Jean-de-Beugné;622
85234;Saint-Jean-de-Monts;8741
85235;Saint-Juire-Champgillon;427
85236;Saint-Julien-des-Landes;1952
85237;Saint-Laurent-de-la-Salle;390
85238;Saint-Laurent-sur-Sèvre;3664
85239;Saint-Maixent-sur-Vie;1161
85240;Saint-Malô-du-Bois;1618
85242;Saint-Mars-la-Réorthe;1023
85243;Brem-sur-Mer;2872
85244;Saint-Martin-de-Fraigneau;809
85245;Saint-Martin-des-Fontaines;170
85246;Saint-Martin-des-Noyers;2520
85247;Saint-Martin-des-Tilleuls;1120
85248;Saint-Martin-Lars-en-Sainte-Hermine;419
85250;Saint-Mathurin;2390
85251;Saint-Maurice-des-Noues;632
85252;Saint-Maurice-le-Girard;598
85254;Saint-Mesmin;1754
85255;Saint-Michel-en-l'Herm;2329
85256;Saint-Michel-le-Cloucq;1273
85259;Saint-Paul-en-Pareds;1348
85260;Saint-Paul-Mont-Penit;835
85261;Sainte-Pexine;291
85262;Saint-Philbert-de-Bouaine;3590
85264;Saint-Pierre-du-Chemin;1327
85265;Saint-Pierre-le-Vieux;926
85266;Saint-Prouant;1675
85267;Sainte-Radégonde-des-Noyers;968
85268;Saint-Révérend;1496
85269;Saint-Sigismond;422
85273;Saint-Urbain;1939
85274;Saint-Valérien;541
85276;Saint-Vincent-Sterlanges;752
85277;Saint-Vincent-sur-Graon;1570
85278;Saint-Vincent-sur-Jard;1463
85280;Sallertaine;3265
85281;Sérigné;1010
85282;Sigournais;946
85284;Soullans;4416
85285;Le Tablier;746
85286;La Taillée;554
85287;Tallud-Sainte-Gemme;450
85288;Talmont-Saint-Hilaire;8161
85289;Terval;2168
85290;Thiré;537
85291;Thorigny;1253
85292;Rives-du-Fougerais;1507
85293;Tiffauges;1568
85294;La Tranche-sur-Mer;3054
85295;Treize-Septiers;3316
85296;Treize-Vents;1242
85297;Triaize;1036
85298;Vairé;1883
85300;Venansault;4720
85301;Vendrennes;1791
85302;Chanverrie;5506
85303;Vix;1822
85304;Vouillé-les-Marais;758
85305;Vouvant;834
85306;Xanton-Chassenon;740
86001;Adriers;702
86002;Amberre;570
86003;Anché;334
86004;Angles-sur-l'Anglin;353
86005;Angliers;606
86006;Antigny;537
86007;Antran;1158
86008;Arçay;337
86009;Archigny;1062
86010;Aslonnes;1115
86011;Asnières-sur-Blour;184
86012;Asnois;143
86013;Aulnay;96
86014;Availles-en-Châtellerault;1735
86015;Availles-Limouzine;1262
86016;Avanton;2221
86017;Ayron;1088
86018;Basses;327
86019;Beaumont Saint-Cyr;2947
86020;Bellefonds;253
86022;Berrie;250
86023;Berthegon;264
86024;Béruges;1549
86025;Béthines;472
86026;Beuxes;546
86027;Biard;1884
86028;Bignoux;1078
86029;Blanzay;796
86031;Bonnes;1700
86032;Bonneuil-Matours;2094
86034;Bouresse;621
86035;Bourg-Archambault;176
86036;Bournand;907
86037;Brigueil-le-Chantre;476
86038;Brion;218
86039;Brux;752
86040;La Bussière;304
86041;Buxerolles;10105
86042;Buxeuil;913
86044;Ceaux-en-Loudun;550
86045;Celle-Lévescault;1363
86046;Cenon-sur-Vienne;1701
86047;Cernay;491
86048;Chabournay;1223
86049;Chalais;486
86050;Chalandray;803
86051;Champagné-le-Sec;208
86052;Champagné-Saint-Hilaire;991
86053;Champigny en Rochereau;1914
86054;Champniers;352
86055;La Chapelle-Bâton;352
86058;La Chapelle-Moulière;736
86059;Chapelle-Viviers;577
86061;Charroux;1072
86062;Chasseneuil-du-Poitou;4767
86063;Chatain;244
86064;Château-Garnier;604
86065;Château-Larcher;1059
86066;Châtellerault;31284
86068;Chaunay;1209
86069;La Chaussée;185
86070;Chauvigny;7099
86072;Chenevelles;445
86073;Cherves;521
86074;Chiré-en-Montreuil;924
86075;Chouppes;783
86076;Cissé;2881
86077;Civaux;1201
86078;Civray;2558
86079;La Roche-Rigault;559
86080;Cloué;495
86081;Colombiers;1421
86082;Valence-en-Poitou;4368
86083;Coulombiers;1136
86084;Coulonges-les-Hérolles;233
86085;Coussay;254
86086;Coussay-les-Bois;918
86087;Craon;183
86088;Croutelle;913
86089;Cuhon;387
86090;Curçay-sur-Dive;217
86091;Curzay-sur-Vonne;378
86092;Dangé-Saint-Romain;2958
86093;Dercé;161
86094;Dienné;584
86095;Dissay;3185
86096;Doussay;670
86097;La Ferrière-Airoux;331
86098;Fleix;144
86099;Fleuré;1079
86100;Fontaine-le-Comte;3969
86102;Frozes;602
86103;Gençay;1708
86104;Genouillé;489
86105;Gizay;363
86106;Glénouze;93
86107;Gouex;467
86108;La Grimaudière;401
86109;Guesnes;226
86110;Haims;231
86111;Ingrandes;1714
86112;L'Isle-Jourdain;1167
86113;Iteuil;2981
86114;Jardres;1260
86115;Jaunay-Marigny;7687
86116;Jazeneuil;792
86117;Jouhet;518
86118;Journet;370
86119;Joussé;306
86120;Lathus-Saint-Rémy;1213
86121;Latillé;1471
86122;Lauthiers;68
86123;Boivre-la-Vallée;3058
86124;Lavoux;1181
86125;Leigné-les-Bois;583
86126;Leignes-sur-Fontaine;645
86127;Leigné-sur-Usseau;456
86128;Lencloître;2482
86129;Lésigny;521
86130;Leugny;370
86131;Lhommaizé;901
86132;Liglet;305
86133;Ligugé;3408
86134;Linazay;218
86135;Liniers;582
86136;Lizant;370
86137;Loudun;6743
86138;Luchapt;249
86139;Lusignan;2589
86140;Lussac-les-Châteaux;2268
86141;Magné;670
86142;Maillé;637
86143;Mairé;173
86144;Maisonneuve;319
86145;Marçay;1155
86147;Marigny-Chemereau;604
86148;Marnay;714
86149;Martaizé;365
86150;Massognes;269
86151;Maulay;179
86152;Mauprévoir;573
86153;Mazerolles;871
86154;Mazeuil;251
86156;Messemé;240
86157;Mignaloux-Beauvoir;5176
86158;Migné-Auxances;6197
86159;Millac;495
86160;Mirebeau;2141
86161;Moncontour;987
86162;Mondion;116
86163;Montamisé;3698
86164;Monthoiron;673
86165;Montmorillon;5919
86167;Monts-sur-Guesnes;911
86169;Morton;358
86170;Moulismes;364
86171;Moussac;431
86172;Mouterre-sur-Blourde;164
86173;Mouterre-Silly;640
86174;Naintré;5944
86175;Nalliers;304
86176;Nérignac;123
86177;Neuville-de-Poitou;5429
86178;Nieuil-l'Espoir;2729
86180;Nouaillé-Maupertuis;2926
86181;Nueil-sous-Faye;215
86182;Orches;356
86183;Les Ormes;1615
86184;Ouzilly;954
86186;Oyré;960
86187;Paizay-le-Sec;466
86189;Payroux;464
86190;Persac;719
86191;Pindray;243
86192;Plaisance;176
86193;Pleumartin;1204
86194;Poitiers;90240
86195;Port-de-Piles;556
86196;Pouançay;233
86197;Pouant;413
86198;Pouillé;723
86200;Pressac;555
86201;Prinçay;207
86202;La Puye;601
86203;Queaux;546
86204;Quinçay;2113
86205;Ranton;204
86206;Raslay;136
86207;La Roche-Posay;1570
86209;Roches-Prémarie-Andillé;2124
86210;Roiffé;747
86211;Romagne;836
86213;Rouillé;2510
86214;Saint-Benoît;7307
86217;Saint-Christophe;277
86218;Saint-Clair;202
86220;Saint-Gaudent;312
86221;Saint-Genest-d'Ambière;1194
86222;Saint-Georges-lès-Baillargeaux;4271
86223;Saint-Germain;892
86224;Saint-Gervais-les-Trois-Clochers;1324
86225;Saint-Jean-de-Sauves;1331
86226;Saint-Julien-l'Ars;2863
86227;Saint-Laon;135
86228;Saint-Laurent-de-Jourdes;199
86229;Saint-Léger-de-Montbrillais;340
86230;Saint-Léomer;171
86233;Valdivienne;2740
86234;Saint-Martin-l'Ars;376
86235;Saint-Maurice-la-Clouère;1302
86236;Saint-Pierre-de-Maillé;867
86237;Saint-Pierre-d'Exideuil;763
86239;Sainte-Radégonde;178
86241;Saint-Rémy-sur-Creuse;432
86242;Saint-Romain;393
86244;Saint-Sauvant;1283
86245;Senillé-Saint-Sauveur;1735
86246;Saint-Savin;817
86247;Val-de-Comporté;1014
86248;Saint-Secondin;532
86249;Saires;124
86250;Saix;276
86252;Sammarçolles;649
86253;Sanxay;549
86254;Saulgé;996
86255;Savigné;1284
86256;Savigny-Lévescault;1223
86257;Savigny-sous-Faye;375
86258;Scorbé-Clairvaux;2193
86260;Sérigny;314
86261;Sèvres-Anxaumont;2311
86262;Sillars;575
86263;Smarves;2925
86264;Sommières-du-Clain;742
86265;Sossais;416
86266;Surin;130
86268;Tercé;1134
86269;Ternay;189
86270;Thollet;159
86271;Thurageau;759
86272;Thuré;2809
86273;La Trimouille;860
86274;Les Trois-Moutiers;1086
86275;Usseau;591
86276;Usson-du-Poitou;1236
86279;Vaux-sur-Vienne;542
86280;Vellèches;352
86281;Saint-Martin-la-Pallu;5620
86284;Vernon;719
86285;Verrières;940
86286;Verrue;384
86287;Vézières;351
86288;Vicq-sur-Gartempe;641
86289;Le Vigeant;661
86290;La Villedieu-du-Clain;1524
86291;Villemort;101
86292;Villiers;945
86293;Vivonne;4468
86294;Vouillé;3693
86295;Voulême;392
86296;Voulon;469
86297;Vouneuil-sous-Biard;6210
86298;Vouneuil-sur-Vienne;2281
86299;Vouzailles;566
86300;Yversay;623
87001;Aixe-sur-Vienne;5839
87002;Ambazac;5558
87003;Arnac-la-Poste;919
87004;Augne;119
87005;Aureil;1019
87006;Azat-le-Ris;239
87007;Balledent;197
87008;La Bazeuge;146
87009;Beaumont-du-Lac;139
87011;Bellac;3596
87012;Berneuil;441
87013;Bersac-sur-Rivalier;642
87014;Bessines-sur-Gartempe;2762
87015;Beynac;719
87016;Les Billanges;293
87017;Blanzac;490
87018;Blond;690
87019;Boisseuil;2994
87020;Bonnac-la-Côte;1649
87021;Bosmie-l'Aiguille;2617
87022;Breuilaufa;116
87023;Le Buis;184
87024;Bujaleuf;853
87025;Burgnac;856
87027;Bussière-Galant;1267
87028;Val-d'Oire-et-Gartempe;1691
87029;Les Cars;618
87030;Chaillac-sur-Vienne;1256
87031;Le Chalard;305
87032;Châlus;1659
87033;Chamboret;796
87034;Champagnac-la-Rivière;578
87035;Champnétery;518
87036;Champsac;673
87037;La Chapelle-Montbrandeix;264
87038;Chaptelat;2095
87039;Château-Chervix;802
87040;Châteauneuf-la-Forêt;1530
87041;Châteauponsac;2021
87042;Le Châtenet-en-Dognon;392
87043;Cheissoux;221
87044;Chéronnac;316
87045;Cieux;1001
87046;Cognac-la-Forêt;1198
87047;Compreignac;1875
87048;Condat-sur-Vienne;5158
87049;Coussac-Bonneval;1287
87050;Couzeix;9828
87051;La Croisille-sur-Briance;651
87052;La Croix-sur-Gartempe;169
87053;Cromac;243
87054;Cussac;1153
87056;Dinsac;255
87057;Dompierre-les-Églises;371
87058;Domps;99
87059;Le Dorat;1525
87060;Dournazac;665
87061;Droux;346
87062;Eybouleuf;471
87063;Eyjeaux;1319
87064;Eymoutiers;2094
87065;Feytiat;6080
87066;Flavignac;1065
87067;Folles;447
87068;Fromental;512
87069;Gajoubert;146
87070;La Geneytouse;984
87071;Glandon;798
87072;Glanges;504
87073;Gorre;389
87074;Les Grands-Chézeaux;233
87075;Isle;7853
87076;Jabreilles-les-Bordes;237
87077;Janailhac;526
87078;Javerdat;690
87079;La Jonchère-Saint-Maurice;814
87080;Jouac;181
87081;Jourgnac;1109
87082;Ladignac-le-Long;1144
87083;Laurière;525
87084;Lavignac;164
87085;Limoges;129760
87086;Linards;1011
87087;Lussac-les-Églises;463
87088;Magnac-Bourg;1115
87089;Magnac-Laval;1697
87090;Mailhac-sur-Benaize;268
87091;Maisonnais-sur-Tardoire;381
87092;Marval;488
87093;Masléon;282
87094;Meilhac;522
87095;Meuzac;727
87096;La Meyze;842
87097;Val d'Issoire;1000
87099;Moissannes;328
87100;Montrol-Sénard;256
87101;Mortemart;125
87103;Nantiat;1594
87104;Nedde;453
87105;Neuvic-Entier;890
87106;Nexon;2512
87107;Nieul;1612
87108;Nouic;440
87109;Oradour-Saint-Genest;341
87110;Oradour-sur-Glane;2500
87111;Oradour-sur-Vayres;1564
87112;Pageas;618
87113;Le Palais-sur-Vienne;5947
87114;Panazol;11064
87115;Pensol;173
87116;Peyrat-de-Bellac;1054
87117;Peyrat-le-Château;1030
87118;Peyrilhac;1331
87119;Pierre-Buffière;1155
87120;La Porcherie;505
87121;Rancon;479
87122;Razès;1173
87123;Rempnat;146
87124;Rilhac-Lastours;377
87125;Rilhac-Rancon;4694
87126;Rochechouart;3681
87127;La Roche-l'Abeille;594
87128;Saint-Pardoux-le-Lac;1347
87129;Royères;946
87130;Roziers-Saint-Georges;165
87131;Saillat-sur-Vienne;813
87132;Saint-Amand-le-Petit;109
87133;Saint-Amand-Magnazeix;483
87134;Sainte-Anne-Saint-Priest;144
87135;Saint-Auvent;964
87137;Saint-Bazile;140
87138;Saint-Bonnet-Briance;549
87139;Saint-Bonnet-de-Bellac;444
87140;Saint-Brice-sur-Vienne;1658
87141;Saint-Cyr;677
87142;Saint-Denis-des-Murs;544
87143;Saint-Gence;2213
87144;Saint-Genest-sur-Roselle;531
87145;Saint-Georges-les-Landes;233
87146;Saint-Germain-les-Belles;1145
87147;Saint-Gilles-les-Forêts;45
87148;Saint-Hilaire-Bonneval;1001
87149;Saint-Hilaire-la-Treille;362
87150;Saint-Hilaire-les-Places;820
87151;Saint-Jean-Ligoure;491
87152;Saint-Jouvent;1659
87153;Saint-Julien-le-Petit;294
87154;Saint-Junien;11387
87155;Saint-Junien-les-Combes;182
87156;Saint-Just-le-Martel;2701
87157;Saint-Laurent-les-Églises;822
87158;Saint-Laurent-sur-Gorre;1402
87159;Saint-Léger-la-Montagne;353
87160;Saint-Léger-Magnazeix;493
87161;Saint-Léonard-de-Noblat;4332
87162;Sainte-Marie-de-Vaux;204
87163;Saint-Martial-sur-Isop;140
87164;Saint-Martin-de-Jussac;566
87165;Saint-Martin-le-Mault;142
87166;Saint-Martin-le-Vieux;895
87167;Saint-Martin-Terressus;566
87168;Saint-Mathieu;1072
87169;Saint-Maurice-les-Brousses;1042
87170;Saint-Méard;362
87172;Saint-Ouen-sur-Gartempe;215
87174;Saint-Paul;1230
87176;Saint-Priest-Ligoure;686
87177;Saint-Priest-sous-Aixe;1786
87178;Saint-Priest-Taurion;2889
87179;Saint-Sornin-la-Marche;227
87180;Saint-Sornin-Leulac;566
87181;Saint-Sulpice-Laurière;811
87182;Saint-Sulpice-les-Feuilles;1204
87183;Saint-Sylvestre;924
87185;Saint-Victurnien;1766
87186;Saint-Vitte-sur-Briance;318
87187;Saint-Yrieix-la-Perche;6825
87188;Saint-Yrieix-sous-Aixe;439
87189;Les Salles-Lavauguyon;151
87190;Sauviat-sur-Vige;869
87191;Séreilhac;2022
87192;Solignac;1568
87193;Surdoux;49
87194;Sussac;355
87195;Tersannes;130
87197;Thouron;563
87198;Vaulry;402
87199;Vayres;717
87200;Verneuil-Moustiers;125
87201;Verneuil-sur-Vienne;4924
87202;Veyrac;2139
87203;Vicq-sur-Breuilh;1327
87204;Videix;203
87205;Le Vigen;2280
87206;Villefavard;163
88001;Les Ableuvenettes;62
88002;Ahéville;70
88003;Aingeville;61
88004;Ainvelle;132
88005;Allarmont;205
88006;Ambacourt;279
88007;Ameuvelle;48
88008;Anglemont;161
88009;Anould;3301
88010;Aouze;201
88011;Arches;1621
88012;Archettes;1107
88013;Aroffe;90
88014;Arrentès-de-Corcieux;184
88015;Attignéville;200
88016;Attigny;201
88017;Aulnois;172
88019;Autigny-la-Tour;141
88020;Autreville;191
88021;Autrey;277
88022;Auzainvilliers;224
88023;Avillers;85
88024;Avrainville;120
88025;Avranville;70
88026;Aydoilles;995
88027;Badménil-aux-Bois;139
88028;La Baffe;612
88029;La Vôge-les-Bains;1572
88030;Bainville-aux-Saules;154
88031;Balléville;101
88032;Ban-de-Laveline;1183
88033;Ban-de-Sapt;357
88035;Barbey-Seroux;144
88036;Barville;85
88037;Basse-sur-le-Rupt;866
88038;Battexey;36
88039;Baudricourt;333
88040;Bayecourt;238
88041;Bazegney;100
88042;Bazien;80
88043;Bazoilles-et-Ménil;109
88044;Bazoilles-sur-Meuse;605
88045;Beaufremont;88
88046;Beauménil;133
88047;Begnécourt;143
88048;Bellefontaine;968
88049;Belmont-lès-Darney;112
88050;Belmont-sur-Buttant;302
88051;Belmont-sur-Vair;127
88052;Belrupt;92
88053;Belval;157
88054;Bertrimoutier;309
88055;Bettegney-Saint-Brice;163
88056;Bettoncourt;94
88057;Le Beulay;91
88058;Biécourt;92
88059;Biffontaine;394
88060;Blémerey;32
88061;Bleurville;289
88062;Blevaincourt;93
88063;Bocquegney;134
88064;Bois-de-Champ;104
88065;Bonvillet;278
88066;Boulaincourt;65
88068;La Bourgonce;883
88069;Bouxières-aux-Bois;136
88070;Bouxurulles;178
88071;Bouzemont;49
88073;Brantigny;204
88074;Brechainville;60
88075;La Bresse;4041
88076;Brouvelieures;421
88077;Brû;568
88078;Bruyères;2981
88079;Bulgnéville;1533
88080;Bult;304
88081;Bussang;1320
88082;Celles-sur-Plaine;764
88083;Certilleux;215
88084;Chamagne;450
88085;Champdray;190
88086;Champ-le-Duc;493
88087;Chantraine;3177
88088;La Chapelle-aux-Bois;674
88089;La Chapelle-devant-Bruyères;549
88090;Charmes;4557
88091;Charmois-devant-Bruyères;380
88092;Charmois-l'Orgueilleux;585
88093;Châtas;37
88094;Châtel-sur-Moselle;1727
88095;Châtenois;1720
88096;Châtillon-sur-Saône;108
88097;Chauffecourt;42
88098;Chaumousey;903
88099;Chavelot;1368
88100;Chef-Haut;46
88101;Cheniménil;1245
88102;Chermisey;90
88103;Circourt;82
88104;Circourt-sur-Mouzon;182
88105;Claudon;214
88106;Ban-sur-Meurthe-Clefcy;957
88107;Clérey-la-Côte;30
88108;Le Clerjus;472
88109;Cleurie;643
88110;Clézentaine;221
88111;Coinches;349
88113;Combrimont;136
88114;Contrexéville;3019
88115;Corcieux;1494
88116;Cornimont;3045
88117;Courcelles-sous-Châtenois;79
88118;Coussey;710
88119;Crainvilliers;178
88120;La Croix-aux-Mines;468
88121;Damas-aux-Bois;272
88122;Damas-et-Bettegney;382
88123;Damblain;254
88124;Darney;1056
88125;Darney-aux-Chênes;64
88126;Darnieulles;1370
88127;Deinvillers;56
88128;Denipaire;248
88129;Derbamont;104
88130;Destord;243
88131;Deycimont;304
88132;Deyvillers;1353
88133;Dignonville;209
88134;Dinozé;643
88135;Docelles;864
88136;Dogneville;1503
88137;Dolaincourt;96
88138;Dombasle-devant-Darney;78
88139;Dombasle-en-Xaintois;120
88140;Dombrot-le-Sec;361
88141;Dombrot-sur-Vair;242
88142;Domèvre-sur-Avière;426
88143;Domèvre-sur-Durbion;265
88144;Domèvre-sous-Montfort;59
88145;Domfaing;212
88146;Domjulien;175
88147;Dommartin-aux-Bois;394
88148;Dommartin-lès-Remiremont;1880
88149;Dommartin-lès-Vallois;53
88150;Dommartin-sur-Vraine;293
88151;Dompaire;1087
88152;Dompierre;242
88153;Domptail;342
88154;Domrémy-la-Pucelle;85
88155;Domvallier;98
88156;Doncières;148
88157;Dounoux;866
88158;Éloyes;3099
88159;Entre-deux-Eaux;505
88160;Épinal;32285
88161;Escles;401
88162;Esley;178
88163;Essegney;742
88164;Estrennes;102
88165;Étival-Clairefontaine;2506
88166;Évaux-et-Ménil;359
88167;Faucompierre;229
88168;Fauconcourt;136
88169;Fays;215
88170;Ferdrupt;725
88171;Fignévelle;49
88172;Fiménil;226
88173;Florémont;475
88174;Fomerey;143
88175;Fontenay;467
88176;Fontenoy-le-Château;498
88177;La Forge;517
88178;Les Forges;1792
88179;Fouchécourt;42
88180;Frain;126
88181;Fraize;2846
88182;Frapelle;200
88183;Frebécourt;346
88184;Fremifontaine;428
88185;Frenelle-la-Grande;104
88186;Frenelle-la-Petite;47
88187;Frénois;51
88188;Fresse-sur-Moselle;1691
88189;Fréville;130
88190;Frizon;496
88192;Gelvécourt-et-Adompt;107
88193;Gemaingoutte;149
88194;Gemmelaincourt;131
88195;Gendreville;103
88196;Gérardmer;7833
88197;Gerbamont;353
88198;Gerbépal;558
88199;Gignéville;77
88200;Gigney;56
88201;Girancourt;882
88202;Gircourt-lès-Viéville;193
88203;Girecourt-sur-Durbion;355
88205;Girmont-Val-d'Ajol;249
88206;Gironcourt-sur-Vraine;872
88208;Godoncourt;114
88209;Golbey;8849
88210;Gorhey;170
88212;Grand;356
88213;La Grande-Fosse;133
88214;Grandrupt-de-Bains;73
88215;Grandrupt;76
88216;Grandvillers;731
88218;Granges-Aumontzey;2590
88219;Greux;138
88220;Grignoncourt;46
88221;Gruey-lès-Surance;217
88222;Gugnécourt;234
88223;Gugney-aux-Aulx;169
88224;Hadigny-les-Verrières;380
88225;Hadol;2349
88226;Hagécourt;129
88227;Hagnéville-et-Roncourt;85
88228;Haillainville;179
88229;Harchéchamp;82
88230;Hardancourt;37
88231;Haréville;475
88232;Harmonville;216
88233;Harol;645
88236;La Haye;133
88237;Hennecourt;351
88238;Hennezel;387
88239;Hergugney;126
88240;Herpelmont;274
88241;Houécourt;428
88242;Houéville;43
88243;Housseras;488
88244;La Houssière;518
88245;Hurbache;300
88246;Hymont;487
88247;Igney;1152
88248;Isches;172
88249;Jainvillotte;74
88250;Jarménil;459
88251;Jeanménil;1112
88252;Jésonville;145
88253;Jeuxey;671
88254;Jorxey;82
88255;Jubainville;91
88256;Jussarupt;264
88257;Juvaincourt;182
88258;Lamarche;841
88259;Landaville;295
88260;Langley;148
88261;Laval-sur-Vologne;633
88262;Laveline-devant-Bruyères;576
88263;Laveline-du-Houx;202
88264;Légéville-et-Bonfays;63
