Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2021
02643;Ressons-le-Long;784
02644;Retheuil;335
02645;Reuilly-Sauvigny;200
02647;Ribeauville;68
02648;Ribemont;1904
02649;Rocourt-Saint-Martin;311
02650;Rocquigny;362
02651;Rogécourt;100
02652;Rogny;101
02653;Romeny-sur-Marne;482
02654;Romery;83
02655;Ronchères;149
02656;Roucy;384
02657;Rougeries;218
02658;Roupy;238
02659;Rouvroy;506
02660;Rouvroy-sur-Serre;39
02661;Royaucourt-et-Chailvet;236
02662;Rozet-Saint-Albin;330
02663;Rozières-sur-Crise;230
02664;Rozoy-Bellevalle;121
02665;Grand-Rozoy;299
02666;Rozoy-sur-Serre;949
02667;Saconin-et-Breuil;197
02668;Sains-Richaumont;978
02670;Saint-Algis;148
02671;Saint-Aubin;280
02672;Saint-Bandry;247
02673;Saint-Christophe-à-Berry;442
02674;Saint-Clément;49
02675;Sainte-Croix;134
02676;Saint-Erme-Outre-et-Ramecourt;1705
02677;Saint-Eugène;236
02678;Sainte-Geneviève;67
02679;Saint-Gengoulph;152
02680;Saint-Gobain;2315
02681;Saint-Gobert;282
02682;Saint-Mard;115
02683;Saint-Martin-Rivière;111
02684;Saint-Michel;3252
02685;Saint-Nicolas-aux-Bois;123
02686;Saint-Paul-aux-Bois;366
02687;Saint-Pierre-Aigle;336
02688;Saint-Pierre-lès-Franqueville;43
02689;Saint-Pierremont;40
02690;Sainte-Preuve;72
02691;Saint-Quentin;52958
02693;Saint-Rémy-Blanzy;224
02694;Saint-Simon;612
02696;Saint-Thomas;72
02697;Samoussy;381
02698;Sancy-les-Cheminots;100
02699;Saponay;273
02701;Saulchery;697
02702;Savy;609
02703;Seboncourt;1084
02704;Selens;220
02705;La Selve;202
02706;Septmonts;567
02707;Septvaux;179
02708;Sequehart;213
02709;Serain;400
02710;Seraucourt-le-Grand;723
02711;Serches;279
02712;Sergy;139
02713;Seringes-et-Nesles;264
02714;Sermoise;354
02715;Serval;42
02716;Servais;290
02717;Séry-lès-Mézières;601
02718;Silly-la-Poterie;116
02719;Sinceny;2000
02720;Sissonne;2063
02721;Sissy;474
02722;Soissons;28705
02723;Soize;96
02724;Sommelans;59
02725;Sommeron;136
02726;Sommette-Eaucourt;177
02727;Sons-et-Ronchères;209
02728;Sorbais;257
02729;Soucy;77
02730;Soupir;268
02731;Le Sourd;178
02732;Surfontaine;105
02734;Taillefontaine;267
02735;Tannières;16
02736;Tartiers;164
02737;Tavaux-et-Pontséricourt;551
02738;Tergnier;13431
02739;Terny-Sorny;336
02740;Thenailles;221
02741;Thenelles;541
02742;Thiernu;119
02743;Le Thuel;153
02744;Torcy-en-Valois;74
02745;Toulis-et-Attencourt;113
02746;Travecy;670
02747;Trefcon;82
02748;Trélou-sur-Marne;942
02749;Troësnes;214
02750;Trosly-Loire;559
02751;Trucy;141
02752;Tugny-et-Pont;283
02753;Tupigny;328
02754;Ugny-le-Gay;186
02755;Urcel;555
02756;Urvillers;688
02757;Vadencourt;517
02758;Vailly-sur-Aisne;2015
02759;La Vallée-au-Blé;362
02760;La Vallée-Mulâtre;143
02761;Variscourt;210
02762;Vassens;160
02763;Vasseny;211
02764;Vassogne;91
02765;Vaucelles-et-Beffecourt;235
02766;Vaudesson;237
02767;Vauxrezis;321
02768;Vauxaillon;517
02769;Vaux-Andigny;915
02770;Vauxbuin;778
02772;Vaux-en-Vermandois;148
02773;Vauxtin;40
02774;Vendelles;121
02775;Vendeuil;926
02776;Vendhuile;563
02777;Vendières;133
02778;Vendresse-Beaulne;97
02779;Vénérolles;221
02780;Venizel;1348
02781;Verdilly;457
02782;Le Verguier;218
02783;Grand-Verly;137
02784;Petit-Verly;150
02785;Vermand;1101
02786;Verneuil-sous-Coucy;129
02787;Verneuil-sur-Serre;261
02788;Versigny;466
02789;Vervins;2600
02790;Vesles-et-Caumont;242
02791;Veslud;265
02792;Veuilly-la-Poterie;156
02793;Vézaponin;114
02794;Vézilly;185
02795;Vic-sur-Aisne;1602
02796;Vichel-Nanteuil;90
02797;Viel-Arcy;172
02798;Viels-Maisons;1205
02799;Vierzy;395
02800;Viffort;314
02801;Vigneux-Hocquet;268
02802;La Ville-aux-Bois-lès-Dizy;205
02803;La Ville-aux-Bois-lès-Pontavert;145
02804;Villemontoire;200
02805;Villeneuve-Saint-Germain;2541
02806;Villeneuve-sur-Fère;292
02807;Villequier-Aumont;666
02808;Villeret;275
02809;Villers-Agron-Aiguizy;66
02810;Villers-Cotterêts;10454
02812;Villers-Hélon;199
02813;Villers-le-Sec;251
02814;Villers-lès-Guise;163
02815;Villers-Saint-Christophe;424
02816;Villers-sur-Fère;526
02817;Ville-Savoye;83
02818;Villiers-Saint-Denis;1157
02819;Vincy-Reuil-et-Magny;107
02820;Viry-Noureuil;1684
02821;Vivaise;668
02822;Vivières;403
02823;Voharies;75
02824;Vorges;376
02826;Voulpaix;348
02827;Voyenne;307
02828;Vregny;91
02829;Vuillery;43
02830;Wassigny;966
02831;Watigny;369
02832;Wiège-Faty;182
02833;Wimy;479
02834;Wissignicourt;164
03001;Abrest;2919
03002;Agonges;305
03003;Ainay-le-Château;984
03004;Andelaroche;229
03005;Archignat;337
03006;Arfeuilles;625
03007;Arpheuilles-Saint-Priest;365
03008;Arronnes;379
03009;Aubigny;140
03010;Audes;413
03011;Aurouër;423
03012;Autry-Issards;313
03013;Avermes;4060
03014;Avrilly;136
03015;Bagneux;330
03016;Barberier;141
03017;Barrais-Bussolles;186
03018;Bayet;675
03019;Beaulon;1632
03020;Beaune-d'Allier;290
03021;Bègues;226
03022;Bellenaves;982
03023;Bellerive-sur-Allier;8855
03024;Bert;247
03025;Bessay-sur-Allier;1365
03026;Besson;763
03027;Bézenet;923
03028;Billezois;363
03029;Billy;810
03030;Biozat;901
03031;Bizeneuille;295
03032;Blomard;236
03033;Bost;180
03034;Boucé;490
03035;Le Bouchaud;199
03036;Bourbon-l'Archambault;2554
03037;Braize;259
03038;Bransat;527
03039;Bresnay;385
03040;Bressolles;1139
03041;Le Brethon;322
03042;Le Breuil;531
03043;Broût-Vernet;1200
03044;Brugheas;1547
03045;Busset;817
03046;Buxières-les-Mines;1004
03047;La Celle;402
03048;Cérilly;1309
03049;Cesset;427
03050;La Chabanne;174
03051;Chambérat;286
03052;Chamblet;1085
03053;Chantelle;1108
03054;Chapeau;237
03055;La Chapelaude;942
03056;La Chapelle;390
03057;La Chapelle-aux-Chasses;196
03058;Chappes;241
03059;Chareil-Cintrat;376
03060;Charmeil;987
03061;Charmes;381
03062;Charroux;342
03063;Chassenard;1026
03064;Château-sur-Allier;169
03065;Châtel-de-Neuvre;552
03066;Châtel-Montagne;321
03067;Châtelperron;133
03068;Châtelus;108
03069;Châtillon;310
03070;Chavenon;137
03071;Chavroches;256
03072;Chazemais;499
03073;Chemilly;605
03074;Chevagnes;641
03075;Chezelle;158
03076;Chézy;217
03077;Chirat-l'Église;128
03078;Chouvigny;228
03079;Cindré;289
03080;Cognat-Lyonne;708
03081;Colombier;320
03082;Commentry;6059
03083;Contigny;577
03084;Cosne-d'Allier;2020
03085;Coulandon;637
03086;Coulanges;298
03087;Couleuvre;595
03088;Courçais;313
03089;Coutansouze;156
03090;Couzon;314
03091;Créchy;430
03092;Cressanges;634
03093;Creuzier-le-Neuf;1230
03094;Creuzier-le-Vieux;3254
03095;Cusset;12909
03096;Deneuille-lès-Chantelle;90
03097;Deneuille-les-Mines;358
03098;Désertines;4387
03099;Deux-Chaises;384
03100;Diou;1359
03101;Domérat;8667
03102;Dompierre-sur-Besbre;2990
03103;Le Donjon;1028
03104;Doyet;1149
03105;Droiturier;365
03106;Durdat-Larequille;1320
03107;Ébreuil;1271
03108;Échassières;370
03109;Escurolles;792
03110;Espinasse-Vozelle;974
03111;Estivareilles;1116
03112;Étroussat;664
03113;Ferrières-sur-Sichon;516
03114;La Ferté-Hauterive;265
03115;Fleuriel;340
03116;Fourilles;187
03117;Franchesse;480
03118;Gannat;5759
03119;Gannay-sur-Loire;404
03120;Garnat-sur-Engièvre;692
03121;Gennetines;629
03122;Gipcy;237
03124;Gouise;220
03125;La Guillermie;120
03126;Hauterive;1186
03127;Hérisson;583
03128;Huriel;2600
03129;Hyds;304
03130;Isle-et-Bardais;281
03131;Isserpent;559
03132;Jaligny-sur-Besbre;551
03133;Jenzat;515
03134;Laféline;194
03135;Lalizolle;415
03136;Lamaids;216
03137;Langy;269
03138;Lapalisse;3137
03139;Laprugne;311
03140;Lavault-Sainte-Anne;1143
03141;Lavoine;150
03142;Lenax;242
03143;Lételon;90
03144;Liernolles;205
03145;Lignerolles;751
03146;Limoise;172
03147;Loddes;168
03148;Loriges;347
03149;Louchy-Montfand;418
03150;Louroux-Bourbonnais;204
03151;Louroux-de-Beaune;168
03152;Louroux-de-Bouble;229
03154;Luneau;272
03155;Lurcy-Lévis;1879
03156;Lusigny;1651
03157;Magnet;1037
03158;Haut-Bocage;855
03159;Malicorne;773
03160;Marcenat;415
03161;Marcillat-en-Combraille;905
03162;Marigny;201
03163;Mariol;713
03164;Le Mayet-d'École;294
03165;Le Mayet-de-Montagne;1387
03166;Mazerier;313
03167;Mazirat;287
03168;Meaulne-Vitray;901
03169;Meillard;315
03170;Meillers;126
03171;Mercy;243
03172;Mesples;122
03173;Molinet;1139
03174;Molles;925
03175;Monestier;275
03176;Monétay-sur-Allier;540
03177;Monétay-sur-Loire;247
03178;Montaiguët-en-Forez;287
03179;Montaigu-le-Blin;300
03180;Montbeugny;651
03181;Montcombroux-les-Mines;295
03182;Monteignet-sur-l'Andelot;262
03183;Le Montet;470
03184;Montilly;503
03185;Montluçon;33342
03186;Montmarault;1523
03187;Montoldre;613
03188;Montord;212
03189;Montvicq;702
03190;Moulins;19343
03191;Murat;271
03192;Nades;154
03193;Nassigny;193
03194;Naves;128
03195;Néris-les-Bains;2514
03196;Neuilly-en-Donjon;206
03197;Neuilly-le-Réal;1444
03198;Neure;196
03200;Neuvy;1492
03201;Nizerolles;295
03202;Noyant-d'Allier;596
03203;Paray-le-Frésil;382
03204;Paray-sous-Briailles;617
03205;Périgny;455
03206;La Petite-Marche;164
03207;Pierrefitte-sur-Loire;511
03208;Le Pin;428
03209;Poëzat;152
03210;Pouzy-Mésangy;388
03211;Prémilhat;2507
03212;Quinssaines;1524
03213;Reugny;260
03214;Rocles;347
03215;Rongères;544
03216;Ronnet;175
03217;Saint-Angel;759
03218;Saint-Aubin-le-Monial;268
03219;Saint-Bonnet-de-Four;219
03220;Saint-Bonnet-de-Rochefort;718
03221;Saint-Bonnet-Tronçais;733
03222;Saint-Caprais;92
03223;Saint-Christophe-en-Bourbonnais;432
03224;Saint-Clément;284
03225;Saint-Désiré;433
03226;Saint-Didier-en-Donjon;246
03227;Saint-Didier-la-Forêt;376
03228;Saint-Éloy-d'Allier;50
03229;Saint-Ennemond;612
03230;Saint-Étienne-de-Vicq;527
03231;Saint-Fargeol;187
03232;Saint-Félix;292
03233;Saint-Genest;388
03234;Saint-Gérand-de-Vaux;382
03235;Saint-Gérand-le-Puy;950
03236;Saint-Germain-des-Fossés;3638
03237;Saint-Germain-de-Salles;427
03238;Saint-Hilaire;515
03239;Saint-Léger-sur-Vouzance;261
03240;Saint-Léon;536
03241;Saint-Léopardin-d'Augy;370
03242;Saint-Loup;568
03243;Saint-Marcel-en-Murat;126
03244;Saint-Marcel-en-Marcillat;125
03245;Saint-Martin-des-Lais;125
03246;Saint-Martinien;594
03247;Saint-Menoux;1120
03248;Saint-Nicolas-des-Biefs;162
03249;Saint-Palais;159
03250;Saint-Pierre-Laval;358
03251;Saint-Plaisir;407
03252;Saint-Pont;695
03253;Saint-Pourçain-sur-Besbre;370
03254;Saint-Pourçain-sur-Sioule;4997
03255;Saint-Priest-d'Andelot;145
03256;Saint-Priest-en-Murat;213
03257;Saint-Prix;793
03258;Saint-Rémy-en-Rollat;1767
03259;Saint-Sauvier;330
03260;Saint-Sornin;221
03261;Sainte-Thérence;179
03262;Saint-Victor;2093
03263;Saint-Voir;199
03264;Saint-Yorre;2595
03265;Saligny-sur-Roudon;656
03266;Sanssat;277
03267;Saulcet;652
03268;Saulzet;387
03269;Sauvagny;83
03270;Sazeret;141
03271;Serbannes;813
03272;Servilly;273
03273;Seuillet;479
03274;Sorbier;317
03275;Souvigny;1726
03276;Sussat;103
03277;Target;251
03278;Taxat-Senat;200
03279;Teillet-Argenty;554
03280;Terjat;181
03281;Le Theil;389
03282;Theneuille;350
03283;Thiel-sur-Acolin;1029
03284;Thionne;284
03285;Tortezais;177
03286;Toulon-sur-Allier;1157
03287;Treban;381
03288;Treignat;398
03289;Treteau;514
03290;Trévol;1636
03291;Trézelles;400
03292;Tronget;887
03293;Urçay;291
03294;Ussel-d'Allier;170
03295;Valignat;69
03296;Valigny;371
03297;Vallon-en-Sully;1491
03298;Varennes-sur-Allier;3609
03299;Varennes-sur-Tèche;223
03300;Vaumas;535
03301;Vaux;1164
03302;Veauce;38
03303;Venas;230
03304;Vendat;2254
03305;Verneix;581
03306;Le Vernet;1913
03307;Verneuil-en-Bourbonnais;234
03308;Vernusse;150
03309;Le Veurdre;464
03310;Vichy;25789
03311;Vicq;293
03312;Vieure;273
03313;Le Vilhain;273
03314;Villebret;1331
03315;Villefranche-d'Allier;1268
03316;Villeneuve-sur-Allier;1051
03317;Viplaix;292
03319;Voussac;491
03320;Ygrande;777
03321;Yzeure;12598
04001;Aiglun;1413
04004;Allemagne-en-Provence;541
04005;Allons;123
04006;Allos;820
04007;Angles;69
04008;Annot;1017
04009;Archail;14
04012;Aubenas-les-Alpes;88
04013;Aubignosc;614
04016;Authon;61
04017;Auzet;102
04018;Banon;1065
04019;Barcelonnette;2539
04020;Barles;131
04021;Barras;146
04022;Barrême;405
04023;Bayons;197
04024;Beaujeu;124
04025;Beauvezer;389
04026;Bellaffaire;151
04027;Bevons;255
04028;Beynes;121
04030;Blieux;54
04031;Bras-d'Asse;546
04032;Braux;128
04033;Ubaye-Serre-Ponçon;788
04034;La Brillanne;1109
04035;Brunet;287
04036;Le Brusquet;968
04037;Le Caire;74
04039;Castellane;1456
04040;Le Castellard-Mélan;61
04041;Le Castellet;301
04042;Castellet-lès-Sausses;138
04043;Val-de-Chalvagne;84
04045;Céreste-en-Luberon;1194
04046;Le Chaffaut-Saint-Jurson;691
04047;Champtercier;821
04049;Château-Arnoux-Saint-Auban;5082
04050;Châteaufort;25
04051;Châteauneuf-Miravail;74
04053;Châteauneuf-Val-Saint-Donat;516
04054;Châteauredon;71
04055;Chaudon-Norante;185
04057;Clamensane;178
04058;Claret;288
04059;Clumanc;221
04061;Colmars;513
04062;La Condamine-Châtelard;154
04063;Corbières-en-Provence;1254
04065;Cruis;636
04066;Curbans;581
04067;Curel;52
04068;Dauphin;838
04069;Demandolx;119
04070;Digne-les-Bains;17192
04072;Draix;112
04073;Enchastrayes;396
04074;Entrages;100
04075;Entrepierres;396
04076;Entrevaux;801
04077;Entrevennes;170
04079;L'Escale;1377
04081;Esparron-de-Verdon;386
04084;Estoublon;483
04085;Faucon-du-Caire;61
04086;Faucon-de-Barcelonnette;293
04087;Fontienne;133
04088;Forcalquier;5118
04090;Le Fugeret;205
04091;Ganagobie;91
04092;La Garde;124
04093;Gigors;59
04094;Gréoux-les-Bains;2939
04095;L'Hospitalet;93
04096;Jausiers;1140
04097;La Javie;372
04099;Lambruisse;83
04101;Lardiers;134
04102;Le Lauzet-Ubaye;195
04104;Limans;389
04106;Lurs;376
04107;Majastres;5
04108;Malijai;2002
04109;Mallefougasse-Augès;324
04110;Mallemoisson;984
04111;Mane;1369
04112;Manosque;22926
04113;Marcoux;454
04115;Méailles;118
04116;Les Mées;3884
04118;Melve;123
04120;Val d'Oronaye;108
04121;Mézel;625
04122;Mirabeau;509
04123;Mison;1111
04124;Montagnac-Montpezat;408
04126;Montclar;399
04127;Montfort;329
04128;Montfuron;225
04129;Montjustin;59
04130;Montlaux;213
04132;Montsalier;159
04133;Moriez;238
04134;La Motte-du-Caire;549
04135;Moustiers-Sainte-Marie;706
04136;La Mure-Argens;321
04137;Nibles;49
04138;Niozelles;281
04139;Noyers-sur-Jabron;524
04140;Les Omergues;128
04141;Ongles;361
04142;Oppedette;47
04143;Oraison;5981
04144;La Palud-sur-Verdon;352
04145;Peipin;1480
04148;Peyroules;248
04149;Peyruis;2804
04150;Piégut;208
04151;Pierrerue;525
04152;Pierrevert;3941
04154;Pontis;95
04155;Prads-Haute-Bléone;175
04156;Puimichel;262
04157;Puimoisson;673
04158;Quinson;408
04159;Redortiers;86
04160;Reillanne;1713
04161;Méolans-Revel;323
04162;Revest-des-Brousses;261
04163;Revest-du-Bion;498
04164;Revest-Saint-Martin;85
04166;Riez;1643
04167;La Robine-sur-Galabre;282
04169;La Rochegiron;107
04170;La Rochette;72
04171;Rougon;121
04172;Roumoules;735
04173;Saint-André-les-Alpes;1023
04174;Saint-Benoît;159
04175;Sainte-Croix-à-Lauze;88
04176;Sainte-Croix-du-Verdon;115
04177;Hautes-Duyes;48
04178;Saint-Étienne-les-Orgues;1305
04179;Saint-Geniez;107
04180;Saint-Jacques;76
04181;Saint-Jeannet;47
04182;Saint-Julien-d'Asse;221
04183;Saint-Julien-du-Verdon;165
04184;Saint-Jurs;135
04186;Saint-Laurent-du-Verdon;92
04187;Saint-Lions;39
04188;Saint-Maime;885
04189;Saint-Martin-de-Brômes;630
04190;Saint-Martin-les-Eaux;125
04191;Saint-Martin-lès-Seyne;10
04192;Saint-Michel-l'Observatoire;1226
04193;Saint-Paul-sur-Ubaye;176
04194;Saint-Pierre;96
04195;Saint-Pons;604
04197;Sainte-Tulle;3489
04199;Saint-Vincent-sur-Jabron;169
04200;Salignac;679
04201;Saumane;119
04202;Sausses;131
04203;Selonnet;466
04204;Senez;158
04205;Seyne;1366
04206;Sigonce;422
04207;Sigoyer;98
04208;Simiane-la-Rotonde;607
04209;Sisteron;7699
04210;Soleilhas;86
04211;Sourribes;179
04214;Tartonne;127
04216;Thèze;243
04217;Thoard;733
04218;Thorame-Basse;216
04219;Thorame-Haute;246
04220;Les Thuiles;369
04222;Turriers;344
04224;Ubraye;99
04226;Uvernet-Fours;532
04227;Vachères;303
04228;Valavoire;38
04229;Valbelle;237
04230;Valensole;3155
04231;Valernes;241
04233;Vaumeilh;267
04234;Venterol;227
04235;Verdaches;61
04236;Vergons;111
04237;Le Vernet;125
04240;Villars-Colmars;252
04241;Villemus;193
04242;Villeneuve;4355
04244;Volonne;1638
04245;Volx;3219
05001;Abriès-Ristolas;382
05003;Aiguilles;377
05004;Ancelle;913
05006;L'Argentière-la-Bessée;2267
05007;Arvieux;348
05008;Aspremont;366
05009;Aspres-lès-Corps;95
05010;Aspres-sur-Buëch;806
05011;Avançon;418
05012;Baratier;631
05013;Barcillonnette;131
05014;Barret-sur-Méouge;187
05016;La Bâtie-Montsaléon;273
05017;La Bâtie-Neuve;2595
05018;La Bâtie-Vieille;327
05019;La Beaume;150
05021;Le Bersac;140
05022;Bréziers;242
05023;Briançon;10561
05024;Valdoule;213
05025;Buissard;202
05026;Ceillac;277
05027;Cervières;193
05028;Chabestan;171
05029;Chabottes;934
05031;Champcella;182
05032;Champoléon;135
05033;Chanousse;40
05035;Châteauneuf-d'Oze;30
05036;Châteauroux-les-Alpes;1212
05037;Châteauvieux;528
05038;Château-Ville-Vieille;306
05039;Aubessagne;730
05040;Chorges;3065
05044;Crévoux;123
05045;Crots;1136
05046;Embrun;6404
05047;Éourres;130
05048;L'Épine;202
05049;Esparron;58
05050;Espinasses;807
05051;Étoile-Saint-Cyrice;26
05052;Eygliers;795
05053;Garde-Colombe;522
05054;La Fare-en-Champsaur;463
05055;La Faurie;307
05056;Forest-Saint-Julien;334
05057;Fouillouse;263
05058;Freissinières;197
05059;La Freissinouse;944
05060;Furmeyer;181
05061;Gap;40500
05062;Le Glaizil;171
05063;La Grave;477
05064;La Chapelle-en-Valgaudémar;104
05065;Guillestre;2292
05066;La Haute-Beaume;8
05068;Jarjayes;465
05070;Laragne-Montéglin;3585
05071;Lardier-et-Valença;351
05072;Laye;243
05073;Lazer;339
05074;Lettret;203
05075;Manteyer;475
05076;Méreuil;98
05077;Molines-en-Queyras;304
05078;Monêtier-Allemont;290
05079;Le Monêtier-les-Bains;1013
05080;Montbrand;69
05081;Montclus;48
05082;Mont-Dauphin;171
05084;Montgardin;478
05085;Montgenèvre;457
05086;Montjay;104
05087;Montmaur;536
05089;Montrond;90
05090;La Motte-en-Champsaur;209
05091;Moydans;39
05092;Neffes;791
05093;Névache;359
05094;Nossage-et-Bénévent;12
05095;Le Noyer;306
05096;Orcières;683
05097;Orpierre;331
05098;Les Orres;519
05099;Oze;102
05100;Pelleautier;815
05101;Vallouise-Pelvoux;1132
05102;La Piarre;87
05103;Le Poët;785
05104;Poligny;337
05106;Prunières;306
05107;Puy-Saint-André;465
05108;Puy-Saint-Eusèbe;185
05109;Puy-Saint-Pierre;516
05110;Puy-Saint-Vincent;280
05111;Puy-Sanières;274
05112;Rabou;89
05113;Rambaud;391
05114;Réallon;246
05115;Remollon;463
05116;Réotier;211
05117;Ribeyret;111
05118;Val Buëch-Méouge;1319
05119;Risoul;660
05121;Rochebrune;188
05122;La Roche-de-Rame;867
05123;La Roche-des-Arnauds;1626
05124;La Rochette;475
05126;Rosans;480
05127;Rousset;172
05128;Saint-André-d'Embrun;702
05129;Saint-André-de-Rosans;156
05130;Saint-Apollinaire;201
05131;Saint-Auban-d'Oze;76
05132;Saint-Bonnet-en-Champsaur;2080
05133;Saint-Chaffrey;1515
05134;Saint-Clément-sur-Durance;322
05135;Sainte-Colombe;59
05136;Saint-Crépin;724
05139;Dévoluy;895
05140;Saint-Étienne-le-Laus;318
05142;Saint-Firmin;449
05144;Saint-Jacques-en-Valgodemard;125
05145;Saint-Jean-Saint-Nicolas;1075
05146;Saint-Julien-en-Beauchêne;135
05147;Saint-Julien-en-Champsaur;374
05148;Saint-Laurent-du-Cros;562
05149;Saint-Léger-les-Mélèzes;368
05151;Saint-Martin-de-Queyrières;1125
05152;Saint-Maurice-en-Valgodemard;121
05153;Saint-Michel-de-Chaillol;361
05154;Saint-Pierre-d'Argençon;158
05155;Saint-Pierre-Avez;32
05156;Saint-Sauveur;505
05157;Saint-Véran;167
05158;Le Saix;127
05159;Saléon;82
05160;Salérans;81
05161;La Salle-les-Alpes;924
05162;La Saulce;1387
05163;Le Sauze-du-Lac;153
05164;Savines-le-Lac;1095
05165;Savournon;246
05166;Serres;1297
05167;Sigottier;85
05168;Sigoyer;730
05169;Sorbiers;44
05170;Tallard;2312
05171;Théus;225
05172;Trescléoux;304
05173;Upaix;473
05174;Val-des-Prés;610
05176;Valserres;279
05177;Vars;573
05178;Ventavon;581
05179;Veynes;3238
05180;Les Vigneaux;523
05181;Villar-d'Arêne;283
05182;Villar-Loubière;35
05183;Villar-Saint-Pancrace;1449
05184;Vitrolles;214
06001;Aiglun;93
06002;Amirat;51
06003;Andon;640
06004;Antibes;75130
06005;Ascros;178
06006;Aspremont;2300
06007;Auribeau-sur-Siagne;3251
06008;Auvare;44
06009;Bairols;124
06010;Le Bar-sur-Loup;2947
06011;Beaulieu-sur-Mer;3796
06012;Beausoleil;12674
06013;Belvédère;627
06014;Bendejun;950
06015;Berre-les-Alpes;1227
06016;Beuil;553
06017;Bézaudun-les-Alpes;258
06018;Biot;9880
06019;Blausasc;1659
06020;La Bollène-Vésubie;626
06021;Bonson;716
06022;Bouyon;543
06023;Breil-sur-Roya;2206
06024;Briançonnet;184
06025;Le Broc;1422
06026;Cabris;1393
06027;Cagnes-sur-Mer;52580
06028;Caille;403
06029;Cannes;73255
06030;Le Cannet;41597
06031;Cantaron;1285
06032;Cap-d'Ail;4508
06033;Carros;13277
06034;Castagniers;1687
06035;Castellar;1087
06036;Castillon;420
06037;Caussols;312
06038;Châteauneuf-Grasse;3716
06039;Châteauneuf-Villevieille;971
06040;Châteauneuf-d'Entraunes;63
06041;Cipières;400
06042;Clans;673
06043;Coaraze;817
06044;La Colle-sur-Loup;8084
06045;Collongues;76
06046;Colomars;3487
06047;Conségudes;94
06048;Contes;7544
06049;Courmes;109
06050;Coursegoules;526
06051;La Croix-sur-Roudoule;99
06052;Cuébris;148
06053;Daluis;143
06054;Drap;5238
06055;Duranus;157
06056;Entraunes;137
06057;L'Escarène;2563
06058;Escragnolles;615
06059;Èze;2189
06060;Falicon;2111
06061;Les Ferres;92
06062;Fontan;310
06063;Gars;76
06064;Gattières;4287
06065;La Gaude;7133
06066;Gilette;1608
06067;Gorbio;1527
06068;Gourdon;368
06069;Grasse;48323
06070;Gréolières;580
06071;Guillaumes;584
06072;Ilonse;142
06073;Isola;653
06074;Lantosque;1200
06075;Levens;5165
06076;Lieuche;50
06077;Lucéram;1264
06078;Malaussène;324
06079;Mandelieu-la-Napoule;21561
06080;Marie;105
06081;Le Mas;99
06082;Massoins;115
06083;Menton;30412
06084;Mouans-Sartoux;10531
06085;Mougins;19677
06086;Moulinet;253
06087;Les Mujouls;40
06088;Nice;348085
06089;Opio;2393
06090;Pégomas;8045
06091;Peille;2287
06092;Peillon;1445
06093;La Penne;239
06094;Péone;979
06095;Peymeinade;8256
06096;Pierlas;101
06097;Pierrefeu;340
06098;Puget-Rostang;126
06099;Puget-Théniers;1813
06100;Revest-les-Roches;233
06101;Rigaud;169
06102;Rimplas;133
06103;Roquebillière;1815
06104;Roquebrune-Cap-Martin;12371
06105;Roquefort-les-Pins;7276
06106;Roquestéron;561
06107;La Roque-en-Provence;65
06108;La Roquette-sur-Siagne;5436
06109;La Roquette-sur-Var;945
06110;Roubion;116
06111;Roure;113
06112;Le Rouret;4157
